"id","name","section","name_updated"
7,Protection of children from sexual offence act 2012,"4","Protection of Children from Sexual Offences Act, 2012"
8,"Child Marriage Restraint Act, 1929","9","Child Marriage Restraint Act, 1929"
16,"Child Marriage Restraint Act, 1929","3","Child Marriage Restraint Act, 1929"
17,"Child Marriage Restraint Act, 1929","4","Child Marriage Restraint Act, 1929"
18,"Child Marriage Restraint Act, 1929","5","Child Marriage Restraint Act, 1929"
19,"Child Marriage Restraint Act, 1929","6","Child Marriage Restraint Act, 1929"
21,Protection of children from sexual offence act 2012,"6","Protection of Children from Sexual Offences Act, 2012"
23,"Child Marriage Restraint Act, 1929","10","Child Marriage Restraint Act, 1929"
5694,Child Labor Act 1986,"70","Child Labour (Prohibition & Regulation) Act, 1986"
5696,Child Labor Act 1986,"95","Child Labour (Prohibition & Regulation) Act, 1986"
5699,Child Labor Act 1986,"47-A","Child Labour (Prohibition & Regulation) Act, 1986"
5708,Child Labor Act 1986,"188","Child Labour (Prohibition & Regulation) Act, 1986"
5710,Army Act,"27","The Army Act, 1950"
5722,Child Labor Act 1986,"182","Child Labour (Prohibition & Regulation) Act, 1986"
5730,Child Labor Act 1986,"146","Child Labour (Prohibition & Regulation) Act, 1986"
5731,Child Labor Act 1986,"196","Child Labour (Prohibition & Regulation) Act, 1986"
5732,Child Labor Act 1986,"180","Child Labour (Prohibition & Regulation) Act, 1986"
5733,Child Labor Act 1986,"3/4","Child Labour (Prohibition & Regulation) Act, 1986"
5744,Indian Penal Code,"468.","Indian Penal Code (IPC), 1860"
5745,Child Labor Act 1986,"2012","Child Labour (Prohibition & Regulation) Act, 1986"
228,HINDU ADOPTIONS AND MAINTENANCE ACT,"18",
229,CODE OF CIVIL PROCEDURE,SuitforDeclaration,
238,POCSO,"4","Protection of Children from Sexual Offences Act, 2012"
240,POCSO,"10","Protection of Children from Sexual Offences Act, 2012"
241,POCSO,"21","Protection of Children from Sexual Offences Act, 2012"
249,Code of Criminal Procedure,"97","Code of Criminal Procedure, 1973"
253,POCSO,"6","Protection of Children from Sexual Offences Act, 2012"
254,POCSO,"17","Protection of Children from Sexual Offences Act, 2012"
257,Protection of Child sexual Offence Act,"4","Protection of Children from Sexual Offences Act, 2012"
258,Protection of Child sexual Offence Act,"6/17","Protection of Children from Sexual Offences Act, 2012"
260,Protection of Child sexual Offence Act,"6","Protection of Children from Sexual Offences Act, 2012"
262,Protection of Child sexual Offence Act,"8","Protection of Children from Sexual Offences Act, 2012"
284,Protection of Children from Sexual Offences (POCSO),"4","Protection of Children from Sexual Offences Act, 2012"
287,Protection of Children from Sexual offence  Act POCSO2013,"4","Protection of Children from Sexual Offences Act, 2012"
295,Protection of Children From Sexual Offence Act 2012,"4","Protection of Children from Sexual Offences Act, 2012"
2233,Prevention Of Public Property Act,"3",
326,PROHIBITION OF CHILD MARRIAGE ACT,"10","The Prohibition of Child Marriage Act, 2006"
328,Protection of Childern Sexual Offence Act 2012,"6","Protection of Children from Sexual Offences Act, 2012"
329,Cr.P.c,"439","Code of Criminal Procedure, 1973"
335,PROHIBITION OF CHILD MARRIAGE ACT,"0","The Prohibition of Child Marriage Act, 2006"
336,Cr.P.c,"437","Code of Criminal Procedure, 1973"
337,PROHIBITION OF CHILD MARRIAGE ACT,"3","The Prohibition of Child Marriage Act, 2006"
338,PROHIBITION OF CHILD MARRIAGE ACT,"4","The Prohibition of Child Marriage Act, 2006"
340,Cr.P.c,"438","Code of Criminal Procedure, 1973"
346,Protection of children from sexual offence act 2012,"17","Protection of Children from Sexual Offences Act, 2012"
359,Protection of Children from Sexual Offence,"6","Protection of Children from Sexual Offences Act, 2012"
407,PROHIBITION OF CHILD MARRIAGE ACT,"12","The Prohibition of Child Marriage Act, 2006"
408,Maharashtra Government Premises (Eviction) Act,"4","Maharashtra Government Premises (Eviction) Act, 1956"
409,Maharashtra Government Premises (Eviction) Act,"5(L)","Maharashtra Government Premises (Eviction) Act, 1956"
410,Maharashtra Government Premises (Eviction) Act,"6","Maharashtra Government Premises (Eviction) Act, 1956"
13129,Child Labour (Prohibition and Regulation) Rules,"14 (1 A)","Child Labour (Prohibition & Regulation) Act, 1986"
6941,Child Labor Act 1986,"14 (1)","Child Labour (Prohibition & Regulation) Act, 1986"
12200,CHILD LABOUR (PROHIBITION AND REGULATION) ACT,"14 (1)","Child Labour (Prohibition & Regulation) Act, 1986"
3269,Child Labour Act,"14 (1)","Child Labour (Prohibition & Regulation) Act, 1986"
7323,Child Labor Act 1986,"14 (1)","Child Labour (Prohibition & Regulation) Act, 1986"
10600,"CHILD LABOUR (PROHIBITION & REGULATION) ACT,1986","14 (1)","Child Labour (Prohibition & Regulation) Act, 1986"
3243,Child Labour (Prohibition and Regulation) Act,"14 (1)","Child Labour (Prohibition & Regulation) Act, 1986"
122,Protection of children from sexual offence act 2012,"5 (2)","Protection of Children from Sexual Offences Act, 2012"
158,"Child Marriage Restraint Act, 1929","19","Child Marriage Restraint Act, 1929"
187,Medical Termination of Pregnancy Act 1971,"3","The Medical Termination of Pregnancy Act, 1971"
188,Medical Termination of Pregnancy Act 1971,"4","The Medical Termination of Pregnancy Act, 1971"
189,PROHIBITION OF CHILD MARRIAGE ACT,"6","The Prohibition of Child Marriage Act, 2006"
196,POCSO Act 2012,"4","Protection of Children from Sexual Offences Act, 2012"
197,Child Marriage Protection Act,"9","The Prohibition of Child Marriage Act, 2006"
205,Specific Relief Act,"34","Specific Relief Act, 1963"
206,Child Marriage Restraint Act,"3","Child Marriage Restraint Act, 1929"
207,Family Courts Act,"7 & 8","Family Courts Act, 1984"
213,Child Marriage Restraint Act,"12","Child Marriage Restraint Act, 1929"
13155,CHILDREN ACT,"79",CHILDREN ACT
173,CODE OF CIVIL PROCEDURE,SuitforPerpetualInjunction,
11975,"Foodgrain Procurement Order,1966 June 1966(Bihar)",---,"Foodgrain Procurement Order,1966 June 1966(Bihar)"
12268,Inter,"4",Inter
12269,Inter,"8",Inter
12270,Inter,"27",Inter
12272,Inter,"23",Inter
12790,Inter,"25.26",Inter
12794,Inter,"14",Inter
12795,Inter,"16",Inter
12821,Inter,"25-26",Inter
12827,Inter,"6",Inter
12841,Inter,"17",Inter
7466,CHILD LABOUR (PROHIBITION AND REGULATION) ACT,"14 (1)","Child Labour (Prohibition & Regulation) Act, 1986"
6639,Child Labor Act 1986,"14 (1)","Child Labour (Prohibition & Regulation) Act, 1986"
7586,CHILD LABOUR (PROHIBITION AND REGULATION) ACT,"14 (1)","Child Labour (Prohibition & Regulation) Act, 1986"
10326,"CHILD LABOUR (PROHIBITION & REGULATION) ACT,1986","14 (3)(d)","Child Labour (Prohibition & Regulation) Act, 1986"
3382,Child Labor Act 1986,"14 (A)","Child Labour (Prohibition & Regulation) Act, 1986"
12116,Child Labour (Prohibition and Regulation) Act,"14 (A)","Child Labour (Prohibition & Regulation) Act, 1986"
7230,CHILD LABOUR (PROHIBITION AND REGULATION) ACT,"14 I","Child Labour (Prohibition & Regulation) Act, 1986"
5851,Child Labor Act 1986,"14 I","Child Labour (Prohibition & Regulation) Act, 1986"
3833,Child Labor Act 1986,"14(!)","Child Labour (Prohibition & Regulation) Act, 1986"
3830,Child Labor Act 1986,"14(01)","Child Labour (Prohibition & Regulation) Act, 1986"
6562,Child Labour (Prohibition and Regulation) Act,"14(1","Child Labour (Prohibition & Regulation) Act, 1986"
6278,Child Labor Act 1986,"14(1","Child Labour (Prohibition & Regulation) Act, 1986"
6593,Child Labor Act 1986,"14(1()","Child Labour (Prohibition & Regulation) Act, 1986"
4361,Child Labor Act 1986,"14(1)","Child Labour (Prohibition & Regulation) Act, 1986"
10322,"CHILD LABOUR (PROHIBITION & REGULATION) ACT,1986","14(1)","Child Labour (Prohibition & Regulation) Act, 1986"
4871,Child Labor Act 1986,"14(1)","Child Labour (Prohibition & Regulation) Act, 1986"
3218,Child Labour Act,"14(1)","Child Labour (Prohibition & Regulation) Act, 1986"
11803,Child Labour Prohibition Act,"14(1)","Child Labour (Prohibition & Regulation) Act, 1986"
10223,"CHILD LABOUR (PROHIBITION & REGULATION) ACT,1986","14(1)","Child Labour (Prohibition & Regulation) Act, 1986"
4592,Child Labor Act 1986,"14(1)","Child Labour (Prohibition & Regulation) Act, 1986"
2798,CHILD LABOUR (PROHIBITION AND REGULATION) ACT,"14(1)","Child Labour (Prohibition & Regulation) Act, 1986"
3586,Child Labour Prohibation and Regulation,"14(1)","Child Labour (Prohibition & Regulation) Act, 1986"
10332,"CHILD LABOUR (PROHIBITION & REGULATION) ACT,1986","14(1)","Child Labour (Prohibition & Regulation) Act, 1986"
3151,Child Labour (Prohibition and Regulation) Rules,"14(1)","Child Labour (Prohibition & Regulation) Act, 1986"
10333,"CHILD LABOUR (PROHIBITION & REGULATION) ACT,1986","14(1)","Child Labour (Prohibition & Regulation) Act, 1986"
7614,Child Labor Act 1986,"14(1)","Child Labour (Prohibition & Regulation) Act, 1986"
3593,Child Labour Prohibition and Regulation Act,"14(1)","Child Labour (Prohibition & Regulation) Act, 1986"
6940,Child Labour (Prohibition and Regulation) Act,"14(1) 14(2)","Child Labour (Prohibition & Regulation) Act, 1986"
10355,"CHILD LABOUR (PROHIBITION & REGULATION) ACT,1986","14(1) 3(1)","Child Labour (Prohibition & Regulation) Act, 1986"
10296,"CHILD LABOUR (PROHIBITION & REGULATION) ACT,1986","14(1) r/w 3(1)","Child Labour (Prohibition & Regulation) Act, 1986"
5808,CHILD LABOUR (PROHIBITION AND REGULATION) ACT,"14(1)(2)","Child Labour (Prohibition & Regulation) Act, 1986"
2384,Child Labor Act 1986,"14(1)(2)","Child Labour (Prohibition & Regulation) Act, 1986"
5860,CHILD LABOUR (PROHIBITION AND REGULATION) ACT,"14(1)(2)(3)","Child Labour (Prohibition & Regulation) Act, 1986"
5923,CHILD LABOUR (PROHIBITION AND REGULATION) ACT,"14(1)(3)","Child Labour (Prohibition & Regulation) Act, 1986"
12878,Inter,"18",Inter
5657,Indian forest service (Departmental Examination ) Rules,"323","Indian Forest Service (Departmental Examination) Rules, 1989"
5658,Indian forest service (Departmental Examination ) Rules,"395","Indian Forest Service (Departmental Examination) Rules, 1989"
5659,Indian forest service (Departmental Examination ) Rules,"364","Indian Forest Service (Departmental Examination) Rules, 1989"
5660,Indian forest service (Departmental Examination ) Rules,"307","Indian Forest Service (Departmental Examination) Rules, 1989"
5682,Child Labor Act 1986,"03.","Child Labour (Prohibition & Regulation) Act, 1986"
5687,Child Labor Act 1986,"18a","Child Labour (Prohibition & Regulation) Act, 1986"
5688,Child Labor Act 1986,"27d","Child Labour (Prohibition & Regulation) Act, 1986"
5689,Child Labor Act 1986,"3.","Child Labour (Prohibition & Regulation) Act, 1986"
5693,Child Labor Act 1986,"14(1).","Child Labour (Prohibition & Regulation) Act, 1986"
24,"Child Marriage Restraint Act, 1929","11","Child Marriage Restraint Act, 1929"
10629,"CHILD LABOUR (PROHIBITION & REGULATION) ACT,1986","14(1)(A)","Child Labour (Prohibition & Regulation) Act, 1986"
12396,CHILD LABOUR (PROHIBITION AND REGULATION) ACT,"14(1)(A)","Child Labour (Prohibition & Regulation) Act, 1986"
10402,"CHILD LABOUR (PROHIBITION & REGULATION) ACT,1986","14(1)(A)CACT","Child Labour (Prohibition & Regulation) Act, 1986"
38,Protection of children from sexual offence act 2012,"8","Protection of Children from Sexual Offences Act, 2012"
44,"Child Marriage Restraint Act, 1929","10","Child Marriage Restraint Act, 1929"
45,"Child Marriage Restraint Act, 1929","11","Child Marriage Restraint Act, 1929"
60,Protection of Children from Sexual Offence Act 2012,"4","Protection of Children from Sexual Offences Act, 2012"
62,Protection of Children from Sexual Offences Act'2012,"4","Protection of Children from Sexual Offences Act, 2012"
70,Protection of Children from Sexual Offence Act 2012,"6","Protection of Children from Sexual Offences Act, 2012"
3841,Child Labor Act 1986,"14(1)14(2)","Child Labour (Prohibition & Regulation) Act, 1986"
71,Protection of Children from Sexual Offence Act 2012,"8","Protection of Children from Sexual Offences Act, 2012"
75,Protection of Children from Sexual Offence Act 2012,"17","Protection of Children from Sexual Offences Act, 2012"
3347,Child Labour Act,"14(1)1986","Child Labour (Prohibition & Regulation) Act, 1986"
7243,CHILD LABOUR (PROHIBITION AND REGULATION) ACT,"14(1)1986","Child Labour (Prohibition & Regulation) Act, 1986"
3331,Child Labour Act,"14(1)1986ChildLabourAct","Child Labour (Prohibition & Regulation) Act, 1986"
10553,"CHILD LABOUR (PROHIBITION & REGULATION) ACT,1986","14(1)3(1)","Child Labour (Prohibition & Regulation) Act, 1986"
86,"Child Marriage Restraint Act,1929","9","Child Marriage Restraint Act, 1929"
10229,"CHILD LABOUR (PROHIBITION & REGULATION) ACT,1986","14(1)CLA Act","Child Labour (Prohibition & Regulation) Act, 1986"
10219,"CHILD LABOUR (PROHIBITION & REGULATION) ACT,1986","14(1)CLAAct","Child Labour (Prohibition & Regulation) Act, 1986"
92,"Child Marriage Restraint Act,1929","5","Child Marriage Restraint Act, 1929"
93,"Child Marriage Restraint Act,1929","6","Child Marriage Restraint Act, 1929"
95,"Child Marriage Restraint Act,1929","7","Child Marriage Restraint Act, 1929"
102,PROHIBITION OF CHILD MARRIAGE ACT,"10","The Prohibition of Child Marriage Act, 2006"
103,PROHIBITION OF CHILD MARRIAGE ACT,"11(I)","The Prohibition of Child Marriage Act, 2006"
106,PROHIBITION OF CHILD MARRIAGE ACT,"11","The Prohibition of Child Marriage Act, 2006"
109,PROHIBITION OF CHILD MARRIAGE ACT,"9","The Prohibition of Child Marriage Act, 2006"
10398,"CHILD LABOUR (PROHIBITION & REGULATION) ACT,1986","14(1)CLACT","Child Labour (Prohibition & Regulation) Act, 1986"
114,PROHIBITION OF CHILD MARRIAGE ACT,R,"The Prohibition of Child Marriage Act, 2006"
10241,"CHILD LABOUR (PROHIBITION & REGULATION) ACT,1986","14(1)ofCLAAct","Child Labour (Prohibition & Regulation) Act, 1986"
10289,"CHILD LABOUR (PROHIBITION & REGULATION) ACT,1986","14(1)r","Child Labour (Prohibition & Regulation) Act, 1986"
115,PROHIBITION OF CHILD MARRIAGE ACT,W sec 9,"The Prohibition of Child Marriage Act, 2006"
10689,"CHILD LABOUR (PROHIBITION & REGULATION) ACT,1986","14(1-A)","Child Labour (Prohibition & Regulation) Act, 1986"
10382,"CHILD LABOUR (PROHIBITION & REGULATION) ACT,1986","14(1-A)","Child Labour (Prohibition & Regulation) Act, 1986"
8005,Child Labor Act 1986,"14(1A)","Child Labour (Prohibition & Regulation) Act, 1986"
2296,Child Labor Act 1986,"14(1A)","Child Labour (Prohibition & Regulation) Act, 1986"
10247,"CHILD LABOUR (PROHIBITION & REGULATION) ACT,1986","14(1A)","Child Labour (Prohibition & Regulation) Act, 1986"
3399,Child Labour (Prohibition and Regulation) Act,"14(1A)","Child Labour (Prohibition & Regulation) Act, 1986"
10650,"CHILD LABOUR (PROHIBITION & REGULATION) ACT,1986","14(1A)","Child Labour (Prohibition & Regulation) Act, 1986"
5866,CHILD LABOUR (PROHIBITION AND REGULATION) ACT,"14(1A)","Child Labour (Prohibition & Regulation) Act, 1986"
4142,Child Labour (Prohibition and Regulation) Rules,"14(1A)R","Child Labour (Prohibition & Regulation) Act, 1986"
10732,"CHILD LABOUR (PROHIBITION & REGULATION) ACT,1986","14(2)","Child Labour (Prohibition & Regulation) Act, 1986"
5812,CHILD LABOUR (PROHIBITION AND REGULATION) ACT,"14(2)","Child Labour (Prohibition & Regulation) Act, 1986"
3793,Child Labour Act,"14(2)","Child Labour (Prohibition & Regulation) Act, 1986"
3642,Child Labour Prohibation and Regulation,"14(2)","Child Labour (Prohibition & Regulation) Act, 1986"
5813,CHILD LABOUR (PROHIBITION AND REGULATION) ACT,"14(2)(3)","Child Labour (Prohibition & Regulation) Act, 1986"
6005,CHILD LABOUR (PROHIBITION AND REGULATION) ACT,"14(2)(D)","Child Labour (Prohibition & Regulation) Act, 1986"
5825,CHILD LABOUR (PROHIBITION AND REGULATION) ACT,"14(2)3","Child Labour (Prohibition & Regulation) Act, 1986"
3204,Child Labour Act,"14(3)","Child Labour (Prohibition & Regulation) Act, 1986"
12349,Child Labour (Prohibition and Regulation) Rules,"14(3)","Child Labour (Prohibition & Regulation) Act, 1986"
5303,Child Labour (Prohibition and Regulation) Act,"14(3)","Child Labour (Prohibition & Regulation) Act, 1986"
10338,"CHILD LABOUR (PROHIBITION & REGULATION) ACT,1986","14(3)","Child Labour (Prohibition & Regulation) Act, 1986"
11919,Child Labor Act 1986,"14(3)","Child Labour (Prohibition & Regulation) Act, 1986"
2139,Child Labor Act 1986,"14(3)","Child Labour (Prohibition & Regulation) Act, 1986"
4511,Child Labor Act 1986,"14(3)","Child Labour (Prohibition & Regulation) Act, 1986"
2852,CHILD LABOUR (PROHIBITION AND REGULATION) ACT,"14(3)","Child Labour (Prohibition & Regulation) Act, 1986"
3850,Child Labor Act 1986,"14(3) A","Child Labour (Prohibition & Regulation) Act, 1986"
247,CODE OF CIVIL PROCEDURE,suitforSeparatePossession,
264,CODE OF CIVIL PROCEDURE,Suitforperpetualinjunction,
7456,---,"3(2)(iv)",
7458,---,(r)(1)(s),
10283,---,Sec374,
10284,---,"341IPC",
10724,---,"16",
10725,---,"17",
10761,---,"18",
10764,---,"9",
10765,---,"17and18",
10726,AmendingAct,"2016",AmendingAct
4609,CHILDREN ACT,"23",CHILDREN ACT
4610,CHILDREN ACT,"26",CHILDREN ACT
4611,CHILDREN ACT,"75",CHILDREN ACT
4612,CHILDREN ACT,"79",CHILDREN ACT
5403,CHILDREN ACT,"14(1)",CHILDREN ACT
4294,Children Rules (Maharashtra),"79",Children Rules (Maharashtra)
4295,Children Rules (Maharashtra),"3",Children Rules (Maharashtra)
4296,Children Rules (Maharashtra),"14",Children Rules (Maharashtra)
4340,Children Rules (Maharashtra),"23",Children Rules (Maharashtra)
4341,Children Rules (Maharashtra),"26",Children Rules (Maharashtra)
4382,Children Rules (Maharashtra),"74",Children Rules (Maharashtra)
4383,Children Rules (Maharashtra),"49",Children Rules (Maharashtra)
5740,Children Rules (Maharashtra),"3(A)",Children Rules (Maharashtra)
1244,Code of Criminal Procedure,"389","Code of Criminal Procedure, 1973"
2002,POCSO - Protection of Children from Sexual Offences Act,"3","Protection of Children from Sexual Offences Act, 2012"
12276,Indian Penal Code,"371","Indian Penal Code (IPC), 1860"
2003,POCSO - Protection of Children from Sexual Offences Act,"4","Protection of Children from Sexual Offences Act, 2012"
2198,"Protection of Children From Sexual Offences Act, 2000","8","Protection of Children from Sexual Offences Act, 2012"
6500,Child Labor Act 1986,"14(3)(D)","Child Labour (Prohibition & Regulation) Act, 1986"
10781,"CHILD LABOUR (PROHIBITION & REGULATION) ACT,1986","14(3)(a)","Child Labour (Prohibition & Regulation) Act, 1986"
3279,Child Labour Act,"14(3)(a)","Child Labour (Prohibition & Regulation) Act, 1986"
7658,Child Labor Act 1986,"14(3)(a)","Child Labour (Prohibition & Regulation) Act, 1986"
10782,"CHILD LABOUR (PROHIBITION & REGULATION) ACT,1986","14(3)(b)","Child Labour (Prohibition & Regulation) Act, 1986"
5930,CHILD LABOUR (PROHIBITION AND REGULATION) ACT,"14(3)4","Child Labour (Prohibition & Regulation) Act, 1986"
7268,CHILD LABOUR (PROHIBITION AND REGULATION) ACT,"14(3)A","Child Labour (Prohibition & Regulation) Act, 1986"
7635,Child Labor Act 1986,"14(3)ABD","Child Labour (Prohibition & Regulation) Act, 1986"
11827,Child Labour (Prohibition and Regulation) Act,"14(3)ABD","Child Labour (Prohibition & Regulation) Act, 1986"
5948,CHILD LABOUR (PROHIBITION AND REGULATION) ACT,"14(30","Child Labour (Prohibition & Regulation) Act, 1986"
3375,Child Labour Act,"14(A)","Child Labour (Prohibition & Regulation) Act, 1986"
10288,"CHILD LABOUR (PROHIBITION & REGULATION) ACT,1986","14(A)","Child Labour (Prohibition & Regulation) Act, 1986"
5849,CHILD LABOUR (PROHIBITION AND REGULATION) ACT,"14(A)","Child Labour (Prohibition & Regulation) Act, 1986"
12384,CHILD LABOUR (PROHIBITION AND REGULATION) ACT,"14(A)(1)","Child Labour (Prohibition & Regulation) Act, 1986"
3697,Child Labor Act 1986,"14(A)(1)","Child Labour (Prohibition & Regulation) Act, 1986"
3460,Child Labor Act 1986,"14(I","Child Labour (Prohibition & Regulation) Act, 1986"
3696,Child Labour Prohibation and Regulation,"14(I)","Child Labour (Prohibition & Regulation) Act, 1986"
7281,CHILD LABOUR (PROHIBITION AND REGULATION) ACT,"14(I)","Child Labour (Prohibition & Regulation) Act, 1986"
3769,Child Labour Act,"14(I)","Child Labour (Prohibition & Regulation) Act, 1986"
7489,Child Labor Act 1986,"14(I)","Child Labour (Prohibition & Regulation) Act, 1986"
3338,Child Labour (Prohibition and Regulation) Act,"14(I)(2016)","Child Labour (Prohibition & Regulation) Act, 1986"
3057,Child Labor Act 1986,"14(I)(3)","Child Labour (Prohibition & Regulation) Act, 1986"
1151,Child Labour (Prohibition and Regulation) Act,"14(I)(3)(a)(b)(d)","Child Labour (Prohibition & Regulation) Act, 1986"
8251,Child Labor Act 1986,"14(I)(III)","Child Labour (Prohibition & Regulation) Act, 1986"
2206,"Protection of Children From Sexual Offences Act, 2000","3","Protection of Children from Sexual Offences Act, 2012"
269,PROHIBITION OF CHILD MARRIAGE ACT,"08","The Prohibition of Child Marriage Act, 2006"
270,PROHIBITION OF CHILD MARRIAGE ACT,"09","The Prohibition of Child Marriage Act, 2006"
293,PROHIBITION OF CHILD MARRIAGE ACT,"10","The Prohibition of Child Marriage Act, 2006"
3445,Child Labor Act 1986,"14(I)14(3)","Child Labour (Prohibition & Regulation) Act, 1986"
294,PROHIBITION OF CHILD MARRIAGE ACT,"11","The Prohibition of Child Marriage Act, 2006"
3301,Child Labour (Prohibition and Regulation) Act,"14(I)1986","Child Labour (Prohibition & Regulation) Act, 1986"
304,Information Technology Act,"66E","Information Technology Act, 2000"
305,Information Technology Act,"67b","Information Technology Act, 2000"
306,PROHIBITION OF CHILD MARRIAGE ACT,"10","The Prohibition of Child Marriage Act, 2006"
3847,Child Labor Act 1986,"14(I)A","Child Labour (Prohibition & Regulation) Act, 1986"
317,Protection of Childern Sexual Offence Act 2012,"4","Protection of Children from Sexual Offences Act, 2012"
12373,Child Labour (Prohibition and Regulation) Act,"14(a) 1","Child Labour (Prohibition & Regulation) Act, 1986"
3353,Child Labour (Prohibition and Regulation) Act,"14(a)(1986)","Child Labour (Prohibition & Regulation) Act, 1986"
12379,Child Labour (Prohibition and Regulation) Act,"14(a)(I)","Child Labour (Prohibition & Regulation) Act, 1986"
5990,CHILD LABOUR (PROHIBITION AND REGULATION) ACT,"14(a)14(3)(d)","Child Labour (Prohibition & Regulation) Act, 1986"
12094,CHILD LABOUR (PROHIBITION AND REGULATION) ACT,"14(i)(ii)","Child Labour (Prohibition & Regulation) Act, 1986"
6028,Child Labor Act 1986,"14(i)(ii)","Child Labour (Prohibition & Regulation) Act, 1986"
3701,Child Labor Act 1986,"14(i)3","Child Labour (Prohibition & Regulation) Act, 1986"
2207,"Protection of Children From Sexual Offences Act, 2000","4","Protection of Children from Sexual Offences Act, 2012"
2245,PROHIBITION OF CHILD MARRIAGE ACT,"11.","The Prohibition of Child Marriage Act, 2006"
2246,Child Marriage Act,PARMANETINJECTION,"The Prohibition of Child Marriage Act, 2006"
360,Protection of Children from Sexual Offence,"17","Protection of Children from Sexual Offences Act, 2012"
361,Protection of Children from Sexual Offence,"21","Protection of Children from Sexual Offences Act, 2012"
362,"397 CrPC RW 399","366","Code of Criminal Procedure, 1973"
363,"Protection of Children from Sexual Offences Act,2012","8&12","Protection of Children from Sexual Offences Act, 2012"
365,"Protection of Children from Sexual Offences Act,2012","4","Protection of Children from Sexual Offences Act, 2012"
367,Protection of Children from Sexual Offence,"4","Protection of Children from Sexual Offences Act, 2012"
368,"Protection of Children from Sexual Offences Act,2012","6","Protection of Children from Sexual Offences Act, 2012"
369,"Protection of Children from Sexual Offences Act,2012","17","Protection of Children from Sexual Offences Act, 2012"
371,Protection of Child Sexual Ofences,"6","Protection of Children from Sexual Offences Act, 2012"
375,Protection of Child Sexual Ofences,"4","Protection of Children from Sexual Offences Act, 2012"
380,POCSO ACT,"4","Protection of Children from Sexual Offences Act, 2012"
381,POCSO ACT,"6","Protection of Children from Sexual Offences Act, 2012"
382,POCSO ACT,"17","Protection of Children from Sexual Offences Act, 2012"
412,Cr.P.c,RW93,"Code of Criminal Procedure, 1973"
413,Protection of Children from Sexual Offencess Act,"8","Protection of Children from Sexual Offences Act, 2012"
438,CRPC,"97","Code of Criminal Procedure, 1973"
447,indian panel code,"120b","Indian Penal Code (IPC), 1860"
452,Hindu Marriage Act,"18","Hindu Marriage Act, 1955"
453,Cr.P.c,"190200204","Code of Criminal Procedure, 1973"
1241,Child Marriage Act,"09","The Prohibition of Child Marriage Act, 2006"
1242,Child Marriage Act,"12(5)","The Prohibition of Child Marriage Act, 2006"
1243,pocso,"12","Protection of Children from Sexual Offences Act, 2012"
426,PROHIBITION OF CHILD MARRIAGE ACT,"10","The Prohibition of Child Marriage Act, 2006"
431,Maharashtra Government Premises (Eviction) Act,"18","Maharashtra Government Premises (Eviction) Act, 1956"
434,Maharashtra Government Premises (Eviction) Act,"3","Maharashtra Government Premises (Eviction) Act, 1956"
441,Maharashtra Government Premises (Eviction) Act,"5(J)(L)","Maharashtra Government Premises (Eviction) Act, 1956"
449,Maharashtra Government Premises (Eviction) Act,"8","Maharashtra Government Premises (Eviction) Act, 1956"
450,Maharashtra Government Premises (Eviction) Act,"12","Maharashtra Government Premises (Eviction) Act, 1956"
1252,PROHIBITION OF CHILD MARRIAGE ACT,"10","The Prohibition of Child Marriage Act, 2006"
492,Maharashtra Government Premises (Eviction) Act,"6","Maharashtra Government Premises (Eviction) Act, 1956"
516,PROHIBITION OF CHILD MARRIAGE ACT,"10","The Prohibition of Child Marriage Act, 2006"
517,PROHIBITION OF CHILD MARRIAGE ACT,"11","The Prohibition of Child Marriage Act, 2006"
518,PROHIBITION OF CHILD MARRIAGE ACT,"12(kha)","The Prohibition of Child Marriage Act, 2006"
522,Maharashtra Government Premises (Eviction) Act,"5(j","Maharashtra Government Premises (Eviction) Act, 1956"
523,Maharashtra Government Premises (Eviction) Act,"2","Maharashtra Government Premises (Eviction) Act, 1956"
524,Maharashtra Government Premises (Eviction) Act,L,"Maharashtra Government Premises (Eviction) Act, 1956"
525,Maharashtra Government Premises (Eviction) Act,N),"Maharashtra Government Premises (Eviction) Act, 1956"
11921,CHILD LABOUR (PROHIBITION AND REGULATION) ACT,"14(iii)","Child Labour (Prohibition & Regulation) Act, 1986"
2693,Child Labour (Prohibition and Regulation) Act,"14(iii)","Child Labour (Prohibition & Regulation) Act, 1986"
6769,Child Labor Act 1986,"14-(A)","Child Labour (Prohibition & Regulation) Act, 1986"
12034,CHILD LABOUR (PROHIBITION AND REGULATION) ACT,"14-1","Child Labour (Prohibition & Regulation) Act, 1986"
10701,"CHILD LABOUR (PROHIBITION & REGULATION) ACT,1986","14-1","Child Labour (Prohibition & Regulation) Act, 1986"
6746,Child Labor Act 1986,"14-1(A)","Child Labour (Prohibition & Regulation) Act, 1986"
6747,Child Labor Act 1986,"14-1THECHILDLABORPROHIBIIONANDREGULATIONACT1986","Child Labour (Prohibition & Regulation) Act, 1986"
3342,Child Labour (Prohibition and Regulation) Act,"14-3","Child Labour (Prohibition & Regulation) Act, 1986"
4078,Child Labor Act 1986,"14-3","Child Labour (Prohibition & Regulation) Act, 1986"
2309,Child Labor Act 1986,"14-A","Child Labour (Prohibition & Regulation) Act, 1986"
4619,Child Labor Act 1986,"14/3","Child Labour (Prohibition & Regulation) Act, 1986"
